iteration,residual,time
0,9.353401113829975,0
1,13.219463740902958,0.0029952526092529297
2,9.614245671007922,0.004996299743652344
3,7.075265393236372,0.006999969482421875
4,5.27235396025339,0.008998870849609375
5,4.00083502567866,0.010997533798217773
6,3.109781468173816,0.012998580932617188
7,2.489462159189706,0.014998435974121094
8,2.057837261545019,0.017997026443481445
9,1.755468268600617,0.018997669219970703
10,1.5400146237340082,0.021999359130859375
11,1.3822838137030737,0.02399611473083496
12,1.26283940603713,0.025995492935180664
13,1.1690931738692043,0.02899932861328125
14,1.093010828770363,0.03099536895751953
15,1.0294772112783628,0.032994985580444336
16,0.9753929809490178,0.03500080108642578
17,0.9295227672222081,0.036997318267822266
18,0.8906918550385694,0.03899550437927246
19,0.8574016718876529,0.0410001277923584
20,0.8288277601252569,0.04299521446228027
21,0.8034885599280902,0.04499506950378418
22,0.7813156225817662,0.04699516296386719
23,0.7618191386358396,0.04899930953979492
24,0.7443533002248495,0.05100059509277344
25,0.7287603372310212,0.05299520492553711
26,0.714695232307074,0.055997610092163086
27,0.7019242582008934,0.057994842529296875
28,0.6902896028555128,0.059995174407958984
29,0.6796034831283361,0.06099534034729004
30,0.6697569974502307,0.06499958038330078
31,0.6606286305903866,0.06799507141113281
32,0.6521321926088937,0.07000136375427246
33,0.644189194406826,0.07199859619140625
34,0.6367338915958852,0.07399630546569824
35,0.6297117126423302,0.07599735260009766
36,0.6230740068241103,0.07799649238586426
37,0.6167807830729736,0.07999539375305176
38,0.6107959771850644,0.08199548721313477
39,0.60508931937845,0.08499717712402344
40,0.5996336539018216,0.08699727058410645
41,0.5944055959477792,0.08899855613708496
42,0.5893842646263723,0.09099960327148438
43,0.5845513202192011,0.09299945831298828
44,0.5798903842890708,0.09499764442443848
45,0.5753868826957644,0.09800076484680176
46,0.5710277563260997,0.1009969711303711
47,0.5668012855672336,0.10399866104125977
48,0.5626969232852497,0.10599899291992188
49,0.5587051508449445,0.10799884796142578
50,0.5548173678299403,0.10999846458435059
51,0.551025782374718,0.11199760437011719
52,0.5473233275603204,0.1139981746673584
53,0.5437035765962455,0.1159977912902832
54,0.5401606801365396,0.11799836158752441
55,0.5366893082224735,0.11999726295471191
56,0.5332846027388187,0.1219949722290039
57,0.5299421280774688,0.12399482727050781
58,0.526657830358374,0.1269984245300293
59,0.5234280026012371,0.12799668312072754
60,0.52024925388029,0.12999486923217773
61,0.5171184790070964,0.13199901580810547
62,0.5140328329311263,0.13399505615234375
63,0.5109897079696589,0.13599681854248047
64,0.5079867125370784,0.13799667358398438
65,0.5050216520061541,0.1399984359741211
66,0.5020925117704298,0.14299726486206055
67,0.4991974414404607,0.1439976692199707
68,0.49633474062759386,0.1459958553314209
69,0.4935028461050707,0.1479966640472412
70,0.49070032000778957,0.14999794960021973
71,0.4879258391221474,0.15199756622314453
72,0.48517818512681393,0.15399742126464844
73,0.4824562356669855,0.15599513053894043
74,0.4797589562326429,0.15699553489685059
75,0.4770853927234673,0.1589961051940918
76,0.47443466466340195,0.16199517250061035
77,0.4718059590033161,0.16399717330932617
78,0.46919852445003385,0.1660006046295166
79,0.46661166628658274,0.16799616813659668
80,0.4640447416334872,0.1699974536895752
81,0.4614971551147331,0.1719968318939209
82,0.45896835489400595,0.1739974021911621
83,0.45645782904758847,0.1759960651397705
84,0.45396510224606185,0.1779952049255371
85,0.45148973271750636,0.17999792098999023
86,0.4490313094683702,0.18299484252929688
87,0.44658944973976067,0.18499493598937988
88,0.44416379667905875,0.186997652053833
89,0.44175401720844343,0.18899750709533691
90,0.43935980007345354,0.1909959316253662
91,0.43698085405630105,0.1929950714111328
92,0.4346169063398303,0.19605159759521484
93,0.4322677010093418,0.19899511337280273
94,0.4299329976805209,0.20099687576293945
95,0.4276125702427445,0.20299768447875977
96,0.42530620570797595,0.20499587059020996
97,0.4230137031562569,0.20699477195739746
98,0.4207348727696206,0.2089993953704834
99,0.41846953494689904,0.21199536323547363
100,0.41621751949257985,0.21399521827697754
101,0.41397866487342666,0.21600008010864258
102,0.41175281753713494,0.21799898147583008
103,0.40953983128775867,0.21999907493591309
104,0.40733956671311233,0.2219982147216797
105,0.4051518906597543,0.2239983081817627
106,0.40297667575152535,0.22599577903747559
107,0.40081379994796834,0.2279956340789795
108,0.39866314613926973,0.23099517822265625
109,0.3965246017746332,0.23299503326416016
110,0.394398058521277,0.23599982261657715
111,0.3922834119514747,0.23799824714660645
112,0.3901805612552823,0.23999500274658203
113,0.3880894089767935,0.24199652671813965
114,0.3860098607719474,0.24399757385253906
115,0.38394182518608605,0.24699640274047852
116,0.38188521344959686,0.24899888038635254
117,0.37983993929014565,0.2509951591491699
118,0.3778059187600928,0.25299549102783203
119,0.3757830700778421,0.253995418548584
120,0.3737713134819521,0.2559950351715088
121,0.3717705710969518,0.2579951286315918
122,0.36978076680988453,0.2599949836730957
123,0.3678018261566932,0.2619955539703369
124,0.36583367621762963,0.2649991512298584
125,0.36387624552093734,0.26799559593200684
126,0.36192946395413766,0.2689952850341797
127,0.3599932626822712,0.2709980010986328
128,0.3580675740725416,0.2729952335357666
129,0.3561523316248246,0.2749950885772705
130,0.35424746990756717,0.2769951820373535
131,0.35235292449862726,0.27899861335754395
132,0.35046863193066297,0.28099584579467773
133,0.34859452964068655,0.28299641609191895
134,0.34673055592345786,0.28499865531921387
135,0.34487664988839306,0.2859952449798584
136,0.3430327514197148,0.2879951000213623
137,0.3411988011395752,0.2899951934814453
138,0.33937474037391413,0.2929975986480713
139,0.3375605111208329,0.2949995994567871
140,0.3357560560212864,0.29599857330322266
141,0.33396131833189574,0.3029971122741699
142,0.3321762418997288,0.3060004711151123
143,0.33040077113887967,0.30899596214294434
144,0.3286348510087125,0.3099956512451172
145,0.326878426993632,0.3119990825653076
146,0.3251314450842629,0.31499695777893066
147,0.32339385175993457,0.31699705123901367
148,0.32166559397235556,0.3189990520477295
149,0.3199466191303957,0.3209967613220215
150,0.31823687508588916,0.322998046875
151,0.31653631012037114,0.3249979019165039
152,0.3148448729326893,0.3269951343536377
153,0.31316251262741046,0.32999539375305176
154,0.3114891787039716,0.3319969177246094
155,0.30982482104651143,0.33299684524536133
156,0.30816938991433473,0.3359956741333008
157,0.3065228359329631,0.3379969596862793
158,0.30488511008572317,0.3399975299835205
159,0.3032561637058369,0.3419971466064453
160,0.3016359484689765,0.3439974784851074
161,0.3000244163862455,0.3459970951080322
162,0.29842151979756026,0.34799695014953613
163,0.2968272113653963,0.34999537467956543
164,0.29524144406887864,0.35199737548828125
165,0.2936641711981944,0.3549995422363281
166,0.2920953463492889,0.3569977283477783
167,0.29053492341884285,0.35899806022644043
168,0.28898285659950473,0.36099982261657715
169,0.28743910037535303,0.36299657821655273
170,0.28590360951758353,0.36499524116516113
171,0.2843763390804019,0.36699795722961426
172,0.28285724439709914,0.36899805068969727
173,0.2813462810763122,0.37099766731262207
174,0.2798434049984482,0.37299561500549316
175,0.27834857231226207,0.3739964962005615
176,0.2768617394315774,0.37599778175354004
177,0.2753828630321409,0.37799620628356934
178,0.2739119000486094,0.37999558448791504
179,0.2724488076716434,0.38199734687805176
180,0.27099354334511744,0.38399553298950195
181,0.26954606476343324,0.38599658012390137
182,0.26810632986893024,0.38799500465393066
183,0.2666742968493784,0.389998197555542
184,0.26524992413556486,0.3919956684112549
185,0.2638331703989563,0.39299583435058594
186,0.2624239945494373,0.3959975242614746
187,0.2610223557331155,0.39899754524230957
188,0.2596282133301979,0.40099477767944336
189,0.2582415269529232,0.40399694442749023
190,0.25686225644355964,0.40599679946899414
191,0.25549036187245033,0.40799784660339355
192,0.2541258035361168,0.40999817848205566
193,0.25276854195541026,0.41199731826782227
194,0.25141853787370677,0.4139976501464844
195,0.25007575225514667,0.4159970283508301
196,0.24874014628291852,0.4179978370666504
197,0.24741168135757985,0.4199948310852051
198,0.2460903190954141,0.4219954013824463
199,0.24477602132682583,0.4239978790283203
200,0.24346875009476726,0.4259953498840332
201,0.24216846765319702,0.427994966506958
202,0.24087513646556832,0.430997371673584
203,0.2395887192033486,0.4329965114593506
204,0.23830917874456312,0.4349961280822754
205,0.23703647817236384,0.4369959831237793
206,0.23577058077363286,0.4389970302581787
207,0.23451145003759283,0.4409964084625244
208,0.23325904965445385,0.4429965019226074
209,0.23201334351407898,0.44499874114990234
210,0.2307742957046636,0.44699621200561523
211,0.22954187051144417,0.4480013847351074
212,0.22831603241541973,0.45099902153015137
213,0.22709674609209365,0.4529998302459717
214,0.22588397641023159,0.4550013542175293
215,0.22467768843063876,0.45699572563171387
216,0.22347784740495122,0.45899510383605957
217,0.2222844187744417,0.46000075340270996
218,0.22109736816884384,0.46199965476989746
219,0.21991666140518612,0.46399927139282227
220,0.21874226448664405,0.4669990539550781
221,0.21757414360140587,0.4689972400665283
222,0.2164122651215416,0.4709961414337158
223,0.21525659560190397,0.47299671173095703
224,0.2141071017790166,0.47499632835388184
225,0.2129637505699964,0.47699546813964844
226,0.2118265090714744,0.47899723052978516
227,0.2106953445585278,0.48099637031555176
228,0.20957022448363083,0.4819967746734619
229,0.20845111647560777,0.4839973449707031
230,0.20733798833859696,0.48499608039855957
231,0.20623080805103136,0.4869964122772217
232,0.20512954376462045,0.4889950752258301
233,0.2040341638033446,0.49100303649902344
234,0.20294463666245832,0.4929981231689453
235,0.2018609310075029,0.49599552154541016
236,0.2007830156733273,0.49799489974975586
237,0.19971085966311725,0.5010004043579102
238,0.19864443214742972,0.5029988288879395
239,0.19758370246323914,0.504997730255127
240,0.19652864011299062,0.5079989433288574
241,0.195479214763662,0.509998083114624
242,0.1944353962458249,0.5119988918304443
243,0.19339715455272494,0.5149993896484375
244,0.19236445983936462,0.5179955959320068
245,0.19133728242158693,0.5199973583221436
246,0.19031559277517562,0.5219972133636475
247,0.18929936153495622,0.5239958763122559
248,0.18828855949390252,0.5269978046417236
249,0.1872831576022554,0.5309979915618896
250,0.1862831269666441,0.5329952239990234
251,0.18528843884921004,0.5349974632263184
252,0.18429906466674803,0.5379981994628906
253,0.18331497598983934,0.5399997234344482
254,0.18233614454200095,0.5429978370666504
255,0.1813625421988398,0.5449972152709961
256,0.18039414098720336,0.5469975471496582
257,0.17943091308435002,0.5490009784698486
258,0.1784728308171135,0.5509986877441406
259,0.17751986666107886,0.5520000457763672
260,0.17657199323976233,0.5539970397949219
261,0.17562918332379263,0.5559985637664795
262,0.17469140983010947,0.5579991340637207
263,0.17375864582114994,0.5599987506866455
264,0.1728308645040526,0.5629985332489014
265,0.1719080392298677,0.565995454788208
266,0.17099014349275976,0.5679950714111328
267,0.17007715092922773,0.5699977874755859
268,0.16916903531732616,0.5719971656799316
269,0.16826577057588776,0.5739970207214355
270,0.16736733076375548,0.5759978294372559
271,0.16647369007901838,0.5779972076416016
272,0.16558482285824622,0.5799951553344727
