iteration,residual,time,ssim,lpips
0,326.79459718157483,0,0.019313164055347443,0.9395298361778259
1,213.4483750381747,0.16361379623413086,0.0467965342104435,0.8332951664924622
2,167.7161402872972,0.2956111431121826,0.08660159260034561,0.6775352954864502
3,134.6971578135345,0.43062901496887207,0.12976740300655365,0.7297099828720093
4,107.55156241530219,0.5556118488311768,0.1756463348865509,0.732347846031189
5,83.70923126444148,0.6816141605377197,0.2212601900100708,0.6595730781555176
6,64.42675024071957,0.806610107421875,0.2643371522426605,0.626518964767456
7,49.88322432487441,0.9366128444671631,0.30249229073524475,0.6152545213699341
8,38.72079088848479,1.0586118698120117,0.33513233065605164,0.5991741418838501
9,30.22065693089411,1.1786117553710938,0.3635020852088928,0.5740528106689453
10,23.665051572189828,1.3056259155273438,0.3871524930000305,0.5479738116264343
11,18.41011859518183,1.4306116104125977,0.40581443905830383,0.5271236896514893
12,14.536450443503744,1.5546202659606934,0.4201241135597229,0.5115424990653992
13,11.45393762288713,1.6766119003295898,0.43091899156570435,0.4990825951099396
14,9.080490382681447,1.8026137351989746,0.4389440417289734,0.4905083477497101
15,7.170760473165131,1.9366135597229004,0.4445587992668152,0.4848647117614746
16,5.725452977622954,2.060612201690674,0.4484357535839081,0.4811219871044159
17,4.5574178904292815,2.1776123046875,0.4510515332221985,0.47911474108695984
18,3.659915850664576,2.307612895965576,0.45280101895332336,0.4778922498226166
19,2.9364133702985393,2.432612895965576,0.45403480529785156,0.4770827293395996
20,2.392437074117776,2.556610345840454,0.45487529039382935,0.4766003489494324
21,1.94369459255166,2.6766111850738525,0.4554046392440796,0.4763692617416382
22,1.5921981839308914,2.796621322631836,0.4557437598705292,0.47636741399765015
23,1.298146138744712,2.9166104793548584,0.45593205094337463,0.47641488909721375
24,1.067375651359579,3.0426180362701416,0.45603811740875244,0.476482093334198
25,0.8781365165273641,3.166611671447754,0.45611053705215454,0.47655874490737915
26,0.7336313695274453,3.296617031097412,0.4561649560928345,0.47661831974983215
27,0.6082990089685798,3.423612594604492,0.45620641112327576,0.47659873962402344
28,0.5073700065258896,3.542621374130249,0.4562404453754425,0.47652366757392883
29,0.4215742103787323,3.665626049041748,0.45626792311668396,0.476456880569458
30,0.35685561859633563,3.7836127281188965,0.4562932550907135,0.47641223669052124
31,0.2981842401621674,3.9116106033325195,0.4563100039958954,0.4763806164264679
32,0.25375947799444076,4.034611463546753,0.4563193917274475,0.4763637185096741
