iteration,residual,time,ssim,lpips
0,326.1777663500626,0,0.019547397270798683,0.9390029907226562
10,55.31243329144962,0.9639999866485596,0.1779872477054596,0.6680159568786621
20,28.58416085682045,1.9719994068145752,0.273258239030838,0.6161239147186279
30,16.738689811399635,2.940011501312256,0.33907029032707214,0.56427001953125
40,10.383211694371136,3.882002830505371,0.3837779760360718,0.5271562337875366
50,6.67705845823146,4.843998670578003,0.412789523601532,0.5015506744384766
60,4.4071433206294826,5.813011884689331,0.43075400590896606,0.4842030704021454
70,2.968882554075939,6.757999897003174,0.44149887561798096,0.47485417127609253
80,2.0337524207436015,7.72199821472168,0.44776827096939087,0.4702761769294739
90,1.4129927349141413,8.692012071609497,0.45135825872421265,0.4682169258594513
100,0.9937232035636117,9.616999626159668,0.4533850848674774,0.46732357144355774
110,0.7063269272052127,10.568999290466309,0.4545181691646576,0.4669822156429291
120,0.5067825826886477,11.540008068084717,0.45514795184135437,0.46688082814216614
130,0.36666471305287296,12.494011640548706,0.45549672842025757,0.4668521583080292
140,0.2672858481607829,13.46799898147583,0.4556896984577179,0.4668583571910858
150,0.19616683316790426,14.49699878692627,0.4557953178882599,0.4668830633163452
160,0.14485873231275576,15.445001363754272,0.4558531641960144,0.4668954908847809
170,0.10757078225936197,16.428001403808594,0.45588403940200806,0.46689850091934204
180,0.08029032113541928,17.402011156082153,0.45590001344680786,0.4669091999530792
190,0.06020915607543406,18.370999097824097,0.45590776205062866,0.46691858768463135
200,0.045344274490423664,19.36000347137451,0.4559110701084137,0.46692466735839844
210,0.03428381180802768,20.318997621536255,0.4559118151664734,0.466930091381073
220,0.026014926690487977,21.282999753952026,0.45591166615486145,0.46693411469459534
230,0.019805941595095126,22.256001234054565,0.45591068267822266,0.46693769097328186
240,0.015124862814659672,23.233002424240112,0.4559096097946167,0.4669405519962311
250,0.011582552668354814,24.206998586654663,0.45590856671333313,0.4669432044029236
260,0.008892771549766533,25.180004119873047,0.4559073746204376,0.46694517135620117
270,0.006843868709268773,26.16599941253662,0.4559064209461212,0.4669466018676758
280,0.005278583786637179,27.139999389648438,0.45590561628341675,0.4669477343559265
290,0.004079539581289852,28.128998279571533,0.4559050500392914,0.46694856882095337
300,0.0031587573652624434,29.11399745941162,0.4559045433998108,0.4669491946697235
310,0.002450034769213263,30.100998878479004,0.4559040665626526,0.4669496715068817
320,0.0019033739341079547,31.071998834609985,0.4559035897254944,0.46695005893707275
330,0.0014808871144395036,32.05100178718567,0.4559032618999481,0.46695035696029663
