iteration,residual,time,ssim,lpips
0,27.44050320046319,0,0.05899820476770401,0.857728123664856
10,4.066760045636868,1.0040042400360107,0.06133035570383072,0.8558595180511475
20,2.489904695356368,1.998997688293457,0.06233423948287964,0.8545478582382202
30,1.8545106807390475,3.1050004959106445,0.0630694329738617,0.8534786701202393
40,1.5012700215781143,4.186001539230347,0.06367063522338867,0.8525280356407166
50,1.2730438317052477,5.186996936798096,0.06418848037719727,0.8516310453414917
60,1.111985119284922,6.177003383636475,0.06464893370866776,0.8507255911827087
70,0.9915019534497745,7.153998613357544,0.0650673434138298,0.8499438166618347
80,0.8975550585751063,8.159001588821411,0.06545379012823105,0.8492370247840881
90,0.821989820048198,9.172998189926147,0.06581516563892365,0.8485264778137207
100,0.7597255283606487,10.157001972198486,0.06615640968084335,0.8478542566299438
110,0.7074215453489586,11.161997318267822,0.06648113578557968,0.8472620248794556
120,0.6627855367420846,12.172011137008667,0.0667920932173729,0.8467378616333008
130,0.6241889373261659,13.169997930526733,0.06709139049053192,0.8462610244750977
140,0.5904409385527013,14.167999029159546,0.06738068908452988,0.8458523154258728
150,0.5606494095303481,15.167996644973755,0.06766125559806824,0.845503568649292
160,0.5341319565853747,16.190996646881104,0.06793419271707535,0.8451948761940002
170,0.5103571533215007,17.187998056411743,0.06820032000541687,0.8449238538742065
180,0.4889045954746347,18.206002950668335,0.0684603601694107,0.8446672558784485
190,0.4694370752569707,19.20799732208252,0.06871490180492401,0.8444322347640991
200,0.4516807747887524,20.223996877670288,0.06896446645259857,0.8442065715789795
210,0.43541089507314196,21.235998392105103,0.06920944899320602,0.8439921140670776
220,0.4204410491326517,22.228996753692627,0.06945020705461502,0.8437821865081787
230,0.40661531230952314,23.24299716949463,0.06968704611063004,0.8435747623443604
240,0.3938021809238333,24.260000467300415,0.06992025673389435,0.8433756232261658
250,0.38188992306002445,25.23001217842102,0.07015006989240646,0.8431833386421204
260,0.37078295941118034,26.2219979763031,0.0703766867518425,0.8430020213127136
270,0.3603990162205591,27.199997663497925,0.0706002414226532,0.8428268432617188
280,0.35066686387977725,28.184012413024902,0.07082096487283707,0.8426634073257446
290,0.3415245046482008,29.164997816085815,0.07103897631168365,0.842510461807251
300,0.3329177082845573,30.15899682044983,0.07125438004732132,0.8423571586608887
310,0.32479881972197083,31.16599941253662,0.0714673399925232,0.8422080874443054
320,0.3171257813186793,32.207998514175415,0.07167790085077286,0.8420648574829102
330,0.3098613257317964,33.201011657714844,0.07188621163368225,0.8419228792190552
340,0.30297230549370774,34.18901085853577,0.07209233939647675,0.8417890071868896
350,0.29642913289150613,35.181997299194336,0.07229633629322052,0.8416591882705688
360,0.2902053094404091,36.151997089385986,0.07249835133552551,0.8415277600288391
370,0.28427702858519976,37.141998052597046,0.07269835472106934,0.8413979411125183
380,0.27862283860558534,38.12599778175354,0.07289648801088333,0.8412681818008423
390,0.2732233552925552,39.1150004863739,0.0730927586555481,0.841140866279602
400,0.26806101598654447,40.11699891090393,0.0732872411608696,0.8410137891769409
410,0.2631198681595449,41.14299964904785,0.07347998023033142,0.8408883810043335
420,0.2583853869827753,42.22700238227844,0.07367103546857834,0.8407672047615051
430,0.25384431732440355,43.26600003242493,0.07386042177677155,0.8406500220298767
440,0.24948453642508106,44.271997928619385,0.07404822111129761,0.8405364751815796
450,0.24529493414593928,45.27500009536743,0.07423442602157593,0.8404247760772705
460,0.24126530820743863,46.26899743080139,0.07441914081573486,0.8403162956237793
470,0.23738627226358114,47.259997844696045,0.07460235804319382,0.8402093648910522
480,0.23364917500438767,48.24801468849182,0.07478411495685577,0.840103805065155
490,0.23004602876563154,49.24799966812134,0.07496442645788193,0.8400021195411682
500,0.2265694463608295,50.22699999809265,0.07514336705207825,0.8399028182029724
510,0.2232125850459448,51.22700023651123,0.07532092183828354,0.8398032188415527
520,0.2199690966898102,52.222996950149536,0.07549718022346497,0.839707612991333
530,0.21683308335896048,53.25899791717529,0.07567209750413895,0.8396207690238953
540,0.2137990576392493,54.24099922180176,0.07584577053785324,0.8395412564277649
550,0.21086190711219996,55.23499798774719,0.07601816952228546,0.8394672870635986
560,0.20801686248467563,56.23799729347229,0.07618936151266098,0.8393958210945129
570,0.2052594689386945,57.2130024433136,0.0763593316078186,0.8393257856369019
580,0.20258556032615815,58.20799684524536,0.0765281543135643,0.8392553925514221
590,0.19999123588259735,59.202998638153076,0.07669577747583389,0.8391876816749573
600,0.19747283917618227,60.20699858665466,0.07686227560043335,0.8391240835189819
610,0.19502693904432272,61.24499773979187,0.07702767848968506,0.8390636444091797
620,0.19265031230119073,62.31900691986084,0.07719200849533081,0.8390054106712341
630,0.19033992802616073,63.360010623931885,0.07735525071620941,0.8389500975608826
640,0.18809293326621074,64.46399760246277,0.07751742750406265,0.8388950228691101
650,0.18590664000524945,65.45899701118469,0.07767856121063232,0.8388417363166809
