iteration,residual,time
0,161.51495708907962,0
1,119.75582037047364,0.0279998779296875
2,98.10106803335222,0.053003549575805664
3,85.01854986657331,0.08000349998474121
4,76.08754259658303,0.10400009155273438
5,69.45706452470888,0.12899994850158691
6,64.2500072822581,0.15199995040893555
7,59.99836150222921,0.17800140380859375
8,56.427016347620075,0.2050015926361084
9,53.36178962558932,0.23000049591064453
10,50.68600032294048,0.2540013790130615
11,48.31800494949867,0.28000354766845703
12,46.19866851050578,0.30499982833862305
13,44.28393701843915,0.33100008964538574
14,42.54021183825549,0.35699987411499023
15,40.94135081782624,0.3840022087097168
16,39.46665837801713,0.4089999198913574
17,38.099500243810525,0.43500208854675293
18,36.826325593287784,0.46000027656555176
19,35.63596231491831,0.4849998950958252
20,34.519099716875985,0.5100007057189941
21,33.467902584223225,0.5340001583099365
22,32.47571897285177,0.5600020885467529
23,31.536856005587918,0.5859999656677246
24,30.646405738700583,0.6120002269744873
25,29.800108397860082,0.6380000114440918
26,28.994243852951104,0.6720006465911865
27,28.22554467807252,0.6980016231536865
28,27.49112588701682,0.7280027866363525
29,26.788427679167103,0.7590000629425049
30,26.115168430212734,0.7889997959136963
31,25.469305819686678,0.814000129699707
32,24.849004473334688,0.8400003910064697
33,24.25260886117604,0.8660008907318115
34,23.67862046561125,0.8920092582702637
35,23.12567844193792,0.9180014133453369
36,22.592543153182255,0.9440000057220459
37,22.07808208451706,0.9699997901916504
38,21.581257738652784,0.9950001239776611
39,21.10111718901566,1.0210011005401611
40,20.636783027128455,1.0480036735534668
41,20.18744548801104,1.0729999542236328
42,19.752355575352965,1.0989997386932373
43,19.330819038746647,1.1250014305114746
44,18.92219107998983,1.1500000953674316
45,18.525871685583848,1.176999807357788
46,18.141301499009884,1.2030000686645508
47,17.7679581598909,1.2250003814697266
48,17.405353048315217,1.250999927520752
49,17.053028381860035,1.2760002613067627
50,16.710554620567095,1.3010013103485107
51,16.37752814157277,1.3249998092651367
52,16.053569150508824,1.3500001430511475
53,15.738319801350643,1.374000072479248
54,15.431442500245524,1.4000015258789062
55,15.13261837212355,1.4249999523162842
56,14.841545871676365,1.4520001411437988
57,14.557939522664203,1.4770002365112305
58,14.281528771544686,1.502000093460083
59,14.012056943162403,1.5259997844696045
60,13.749280287740717,1.552001714706421
61,13.492967109714048,1.5740001201629639
62,13.242896970061071,1.5980005264282227
63,12.99885995477247,1.6240010261535645
