iteration,residual,time,ssim,lpips
0,327.20434405606153,0,0.01876077428460121,0.9364465475082397
1,0.00033857700299945334,2.9003663063049316,0.454635888338089,0.46950510144233704
2,1.8336233962608464e-10,4.873354196548462,0.45463597774505615,0.4695051312446594
3,3.291046263322982e-13,6.903353929519653,0.45463597774505615,0.4695051312446594
